JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2457284.41611,12.164,0.006,,V,STAC,,120,TYC 1161-1249-1,X15386FZ,,0,,Z,-8.470,-8.067,,WASP-52,AAVSO,STD,0,,,
2457284.41666,12.220,0.006,,V,STAC,,120,TYC 1161-1249-1,X15386FZ,,0,,Z,-8.489,-8.077,,WASP-52,AAVSO,STD,0,,,
2457284.41719,12.185,0.006,,V,STAC,,120,TYC 1161-1249-1,X15386FZ,,0,,Z,-8.473,-8.066,,WASP-52,AAVSO,STD,0,,,
2457284.41772,12.191,0.006,,V,STAC,,120,TYC 1161-1249-1,X15386FZ,,0,,Z,-8.464,-8.052,,WASP-52,AAVSO,STD,0,,,
2457284.41826,12.196,0.006,,V,STAC,,120,TYC 1161-1249-1,X15386FZ,,0,,Z,-8.465,-8.065,,WASP-52,AAVSO,STD,0,,,
2457284.41880,12.168,0.006,,V,STAC,,120,TYC 1161-1249-1,X15386FZ,,0,,Z,-8.463,-8.061,,WASP-52,AAVSO,STD,0,,,
2457284.41933,12.202,0.006,,V,STAC,,120,TYC 1161-1249-1,X15386FZ,,0,,Z,-8.470,-8.073,,WASP-52,AAVSO,STD,0,,,
2457284.41987,12.205,0.006,,V,STAC,,120,TYC 1161-1249-1,X15386FZ,,0,,Z,-8.468,-8.078,,WASP-52,AAVSO,STD,0,,,
2457284.42041,12.185,0.006,,V,STAC,,120,TYC 1161-1249-1,X15386FZ,,0,,Z,-8.462,-8.067,,WASP-52,AAVSO,STD,0,,,
2457284.42095,12.192,0.006,,V,STAC,,120,TYC 1161-1249-1,X15386FZ,,0,,Z,-8.462,-8.078,,WASP-52,AAVSO,STD,0,,,
2457284.42148,12.213,0.006,,V,STAC,,120,TYC 1161-1249-1,X15386FZ,,0,,Z,-8.472,-8.071,,WASP-52,AAVSO,STD,0,,,
2457284.42201,12.190,0.006,,V,STAC,,120,TYC 1161-1249-1,X15386FZ,,0,,Z,-8.459,-8.055,,WASP-52,AAVSO,STD,0,,,
2457284.42256,12.186,0.006,,V,STAC,,120,TYC 1161-1249-1,X15386FZ,,0,,Z,-8.439,-8.034,,WASP-52,AAVSO,STD,0,,,
2457284.42309,12.185,0.006,,V,STAC,,120,TYC 1161-1249-1,X15386FZ,,0,,Z,-8.392,-7.999,,WASP-52,AAVSO,STD,0,,,
2457284.42362,12.183,0.006,,V,STAC,,120,TYC 1161-1249-1,X15386FZ,,0,,Z,-8.330,-7.944,,WASP-52,AAVSO,STD,0,,,
2457284.42417,12.190,0.007,,V,STAC,,120,TYC 1161-1249-1,X15386FZ,,0,,Z,-8.290,-7.881,,WASP-52,AAVSO,STD,0,,,
2457284.42470,12.172,0.007,,V,STAC,,120,TYC 1161-1249-1,X15386FZ,,0,,Z,-8.237,-7.847,,WASP-52,AAVSO,STD,0,,,
2457284.42524,12.200,0.008,,V,STAC,,120,TYC 1161-1249-1,X15386FZ,,0,,Z,-8.058,-7.644,,WASP-52,AAVSO,STD,0,,,
2457284.42578,12.199,0.008,,V,STAC,,120,TYC 1161-1249-1,X15386FZ,,0,,Z,-8.011,-7.608,,WASP-52,AAVSO,STD,0,,,
2457284.42631,12.204,0.007,,V,STAC,,120,TYC 1161-1249-1,X15386FZ,,0,,Z,-8.088,-7.668,,WASP-52,AAVSO,STD,0,,,
2457284.42685,12.192,0.007,,V,STAC,,120,TYC 1161-1249-1,X15386FZ,,0,,Z,-8.203,-7.805,,WASP-52,AAVSO,STD,0,,,
2457284.42738,12.186,0.007,,V,STAC,,120,TYC 1161-1249-1,X15386FZ,,0,,Z,-8.238,-7.813,,WASP-52,AAVSO,STD,0,,,
2457284.42792,12.192,0.006,,V,STAC,,120,TYC 1161-1249-1,X15386FZ,,0,,Z,-8.353,-7.949,,WASP-52,AAVSO,STD,0,,,
2457284.42846,12.186,0.006,,V,STAC,,120,TYC 1161-1249-1,X15386FZ,,0,,Z,-8.369,-7.970,,WASP-52,AAVSO,STD,0,,,
2457284.42899,12.209,0.006,,V,STAC,,120,TYC 1161-1249-1,X15386FZ,,0,,Z,-8.381,-7.960,,WASP-52,AAVSO,STD,0,,,
2457284.42953,12.213,0.006,,V,STAC,,120,TYC 1161-1249-1,X15386FZ,,0,,Z,-8.400,-7.984,,WASP-52,AAVSO,STD,0,,,
2457284.43007,12.203,0.006,,V,STAC,,120,TYC 1161-1249-1,X15386FZ,,0,,Z,-8.412,-8.022,,WASP-52,AAVSO,STD,0,,,
2457284.43060,12.191,0.006,,V,STAC,,120,TYC 1161-1249-1,X15386FZ,,0,,Z,-8.418,-8.016,,WASP-52,AAVSO,STD,0,,,
2457284.43113,12.201,0.006,,V,STAC,,120,TYC 1161-1249-1,X15386FZ,,0,,Z,-8.455,-8.024,,WASP-52,AAVSO,STD,0,,,
2457284.43168,12.197,0.006,,V,STAC,,120,TYC 1161-1249-1,X15386FZ,,0,,Z,-8.463,-8.051,,WASP-52,AAVSO,STD,0,,,
2457284.43221,12.185,0.006,,V,STAC,,120,TYC 1161-1249-1,X15386FZ,,0,,Z,-8.453,-8.043,,WASP-52,AAVSO,STD,0,,,
2457284.43275,12.207,0.006,,V,STAC,,120,TYC 1161-1249-1,X15386FZ,,0,,Z,-8.437,-8.002,,WASP-52,AAVSO,STD,0,,,
2457284.43329,12.208,0.007,,V,STAC,,120,TYC 1161-1249-1,X15386FZ,,0,,Z,-8.352,-7.906,,WASP-52,AAVSO,STD,0,,,
2457284.43382,12.209,0.006,,V,STAC,,120,TYC 1161-1249-1,X15386FZ,,0,,Z,-8.417,-7.990,,WASP-52,AAVSO,STD,0,,,
2457284.43436,12.210,0.006,,V,STAC,,120,TYC 1161-1249-1,X15386FZ,,0,,Z,-8.388,-7.971,,WASP-52,AAVSO,STD,0,,,
2457284.43490,12.197,0.006,,V,STAC,,120,TYC 1161-1249-1,X15386FZ,,0,,Z,-8.421,-8.011,,WASP-52,AAVSO,STD,0,,,
2457284.43544,12.177,0.006,,V,STAC,,120,TYC 1161-1249-1,X15386FZ,,0,,Z,-8.438,-8.044,,WASP-52,AAVSO,STD,0,,,
2457284.43597,12.187,0.006,,V,STAC,,120,TYC 1161-1249-1,X15386FZ,,0,,Z,-8.447,-8.027,,WASP-52,AAVSO,STD,0,,,
2457284.43650,12.193,0.006,,V,STAC,,120,TYC 1161-1249-1,X15386FZ,,0,,Z,-8.454,-8.050,,WASP-52,AAVSO,STD,0,,,
2457284.43705,12.175,0.006,,V,STAC,,120,TYC 1161-1249-1,X15386FZ,,0,,Z,-8.449,-8.037,,WASP-52,AAVSO,STD,0,,,
2457284.43758,12.196,0.006,,V,STAC,,120,TYC 1161-1249-1,X15386FZ,,0,,Z,-8.466,-8.081,,WASP-52,AAVSO,STD,0,,,
2457284.43866,12.179,0.006,,V,STAC,,120,TYC 1161-1249-1,X15386FZ,,0,,Z,-8.455,-8.068,,WASP-52,AAVSO,STD,0,,,
2457284.44027,12.181,0.006,,V,STAC,,120,TYC 1161-1249-1,X15386FZ,,0,,Z,-8.435,-1.471,,WASP-52,AAVSO,STD,0,,,
2457284.44080,12.206,0.006,,V,STAC,,120,TYC 1161-1249-1,X15386FZ,,0,,Z,-8.458,-8.049,,WASP-52,AAVSO,STD,0,,,
2457284.44134,12.187,0.006,,V,STAC,,120,TYC 1161-1249-1,X15386FZ,,0,,Z,-8.443,-8.059,,WASP-52,AAVSO,STD,0,,,
2457284.44188,12.194,0.006,,V,STAC,,120,TYC 1161-1249-1,X15386FZ,,0,,Z,-8.459,-8.051,,WASP-52,AAVSO,STD,0,,,
2457284.44241,12.186,0.006,,V,STAC,,120,TYC 1161-1249-1,X15386FZ,,0,,Z,-8.456,-8.035,,WASP-52,AAVSO,STD,0,,,
2457284.44295,12.187,0.006,,V,STAC,,120,TYC 1161-1249-1,X15386FZ,,0,,Z,-8.450,-8.055,,WASP-52,AAVSO,STD,0,,,
2457284.44402,12.183,0.006,,V,STAC,,120,TYC 1161-1249-1,X15386FZ,,0,,Z,-8.450,-8.069,,WASP-52,AAVSO,STD,0,,,
2457284.44456,12.193,0.006,,V,STAC,,120,TYC 1161-1249-1,X15386FZ,,0,,Z,-8.452,-8.053,,WASP-52,AAVSO,STD,0,,,
2457284.44509,12.180,0.006,,V,STAC,,120,TYC 1161-1249-1,X15386FZ,,0,,Z,-8.458,-8.066,,WASP-52,AAVSO,STD,0,,,
2457284.44564,12.171,0.006,,V,STAC,,120,TYC 1161-1249-1,X15386FZ,,0,,Z,-8.441,-8.052,,WASP-52,AAVSO,STD,0,,,
2457284.44617,12.192,0.006,,V,STAC,,120,TYC 1161-1249-1,X15386FZ,,0,,Z,-8.455,-8.055,,WASP-52,AAVSO,STD,0,,,
2457284.44670,12.206,0.006,,V,STAC,,120,TYC 1161-1249-1,X15386FZ,,0,,Z,-8.463,-8.045,,WASP-52,AAVSO,STD,0,,,
2457284.44725,12.196,0.006,,V,STAC,,120,TYC 1161-1249-1,X15386FZ,,0,,Z,-8.462,-8.049,,WASP-52,AAVSO,STD,0,,,
2457284.44778,12.209,0.006,,V,STAC,,120,TYC 1161-1249-1,X15386FZ,,0,,Z,-8.465,-8.068,,WASP-52,AAVSO,STD,0,,,
2457284.44831,12.180,0.006,,V,STAC,,120,TYC 1161-1249-1,X15386FZ,,0,,Z,-8.448,-8.043,,WASP-52,AAVSO,STD,0,,,
2457284.44885,12.199,0.006,,V,STAC,,120,TYC 1161-1249-1,X15386FZ,,0,,Z,-8.397,-7.990,,WASP-52,AAVSO,STD,0,,,
2457284.44939,12.194,0.006,,V,STAC,,120,TYC 1161-1249-1,X15386FZ,,0,,Z,-8.371,-7.981,,WASP-52,AAVSO,STD,0,,,
2457284.44992,12.175,0.006,,V,STAC,,120,TYC 1161-1249-1,X15386FZ,,0,,Z,-8.334,-7.945,,WASP-52,AAVSO,STD,0,,,
2457284.45046,12.194,0.006,,V,STAC,,120,TYC 1161-1249-1,X15386FZ,,0,,Z,-8.379,-7.979,,WASP-52,AAVSO,STD,0,,,
2457284.45100,12.187,0.006,,V,STAC,,120,TYC 1161-1249-1,X15386FZ,,0,,Z,-8.358,-7.971,,WASP-52,AAVSO,STD,0,,,
2457284.45153,12.179,0.006,,V,STAC,,120,TYC 1161-1249-1,X15386FZ,,0,,Z,-8.383,-8.005,,WASP-52,AAVSO,STD,0,,,
2457284.45207,12.186,0.006,,V,STAC,,120,TYC 1161-1249-1,X15386FZ,,0,,Z,-8.404,-8.002,,WASP-52,AAVSO,STD,0,,,
2457284.45260,12.191,0.006,,V,STAC,,120,TYC 1161-1249-1,X15386FZ,,0,,Z,-8.353,-7.946,,WASP-52,AAVSO,STD,0,,,
2457284.45368,12.197,0.006,,V,STAC,,120,TYC 1161-1249-1,X15386FZ,,0,,Z,-8.387,-7.989,,WASP-52,AAVSO,STD,0,,,
2457284.45421,12.193,0.006,,V,STAC,,120,TYC 1161-1249-1,X15386FZ,,0,,Z,-8.385,-7.990,,WASP-52,AAVSO,STD,0,,,
2457284.45529,12.213,0.006,,V,STAC,,120,TYC 1161-1249-1,X15386FZ,,0,,Z,-8.431,-7.991,,WASP-52,AAVSO,STD,0,,,
2457284.45690,12.205,0.006,,V,STAC,,120,TYC 1161-1249-1,X15386FZ,,0,,Z,-8.419,-3.384,,WASP-52,AAVSO,STD,0,,,
2457284.45797,12.228,0.006,,V,STAC,,120,TYC 1161-1249-1,X15386FZ,,0,,Z,-8.428,-8.004,,WASP-52,AAVSO,STD,0,,,
2457284.45851,12.199,0.007,,V,STAC,,120,TYC 1161-1249-1,X15386FZ,,0,,Z,-8.231,-7.801,,WASP-52,AAVSO,STD,0,,,
2457284.45905,12.210,0.006,,V,STAC,,120,TYC 1161-1249-1,X15386FZ,,0,,Z,-8.387,-7.963,,WASP-52,AAVSO,STD,0,,,
2457284.45958,12.218,0.006,,V,STAC,,120,TYC 1161-1249-1,X15386FZ,,0,,Z,-8.383,-7.978,,WASP-52,AAVSO,STD,0,,,
2457284.46012,12.226,0.006,,V,STAC,,120,TYC 1161-1249-1,X15386FZ,,0,,Z,-8.373,-7.947,,WASP-52,AAVSO,STD,0,,,
2457284.46066,12.211,0.006,,V,STAC,,120,TYC 1161-1249-1,X15386FZ,,0,,Z,-8.416,-8.010,,WASP-52,AAVSO,STD,0,,,
2457284.46119,12.205,0.006,,V,STAC,,120,TYC 1161-1249-1,X15386FZ,,0,,Z,-8.384,-7.980,,WASP-52,AAVSO,STD,0,,,
2457284.46172,12.235,0.007,,V,STAC,,120,TYC 1161-1249-1,X15386FZ,,0,,Z,-8.244,-7.794,,WASP-52,AAVSO,STD,0,,,
2457284.46280,12.235,0.007,,V,STAC,,120,TYC 1161-1249-1,X15386FZ,,0,,Z,-8.179,-7.721,,WASP-52,AAVSO,STD,0,,,
2457284.46333,12.201,0.007,,V,STAC,,120,TYC 1161-1249-1,X15386FZ,,0,,Z,-8.230,-7.797,,WASP-52,AAVSO,STD,0,,,
2457284.46388,12.196,0.006,,V,STAC,,120,TYC 1161-1249-1,X15386FZ,,0,,Z,-8.314,-7.905,,WASP-52,AAVSO,STD,0,,,
2457284.46549,12.216,0.007,,V,STAC,,120,TYC 1161-1249-1,X15386FZ,,0,,Z,-8.156,-7.776,,WASP-52,AAVSO,STD,0,,,
2457284.46602,12.227,0.006,,V,STAC,,120,TYC 1161-1249-1,X15386FZ,,0,,Z,-8.390,-7.983,,WASP-52,AAVSO,STD,0,,,
2457284.46655,12.218,0.006,,V,STAC,,120,TYC 1161-1249-1,X15386FZ,,0,,Z,-8.396,-7.986,,WASP-52,AAVSO,STD,0,,,
2457284.46709,12.241,0.006,,V,STAC,,120,TYC 1161-1249-1,X15386FZ,,0,,Z,-8.410,-7.972,,WASP-52,AAVSO,STD,0,,,
2457284.46763,12.211,0.006,,V,STAC,,120,TYC 1161-1249-1,X15386FZ,,0,,Z,-8.393,-7.973,,WASP-52,AAVSO,STD,0,,,
2457284.46817,12.234,0.006,,V,STAC,,120,TYC 1161-1249-1,X15386FZ,,0,,Z,-8.400,-7.982,,WASP-52,AAVSO,STD,0,,,
2457284.46870,12.226,0.006,,V,STAC,,120,TYC 1161-1249-1,X15386FZ,,0,,Z,-8.396,-7.981,,WASP-52,AAVSO,STD,0,,,
2457284.46924,12.214,0.006,,V,STAC,,120,TYC 1161-1249-1,X15386FZ,,0,,Z,-8.395,-8.009,,WASP-52,AAVSO,STD,0,,,
2457284.46978,12.207,0.006,,V,STAC,,120,TYC 1161-1249-1,X15386FZ,,0,,Z,-8.387,-7.975,,WASP-52,AAVSO,STD,0,,,
2457284.47031,12.224,0.007,,V,STAC,,120,TYC 1161-1249-1,X15386FZ,,0,,Z,-8.387,-7.964,,WASP-52,AAVSO,STD,0,,,
2457284.47084,12.241,0.007,,V,STAC,,120,TYC 1161-1249-1,X15386FZ,,0,,Z,-8.159,-7.701,,WASP-52,AAVSO,STD,0,,,
2457284.47488,12.224,0.007,,V,STAC,,120,TYC 1161-1249-1,X15386FZ,,0,,Z,-8.341,-7.946,,WASP-52,AAVSO,STD,0,,,
2457284.47542,12.228,0.007,,V,STAC,,120,TYC 1161-1249-1,X15386FZ,,0,,Z,-8.325,-7.913,,WASP-52,AAVSO,STD,0,,,
2457284.47596,12.226,0.007,,V,STAC,,120,TYC 1161-1249-1,X15386FZ,,0,,Z,-8.327,-7.906,,WASP-52,AAVSO,STD,0,,,
2457284.47649,12.236,0.007,,V,STAC,,120,TYC 1161-1249-1,X15386FZ,,0,,Z,-8.332,-7.893,,WASP-52,AAVSO,STD,0,,,
2457284.47703,12.239,0.007,,V,STAC,,120,TYC 1161-1249-1,X15386FZ,,0,,Z,-8.316,-7.904,,WASP-52,AAVSO,STD,0,,,
2457284.47757,12.228,0.007,,V,STAC,,120,TYC 1161-1249-1,X15386FZ,,0,,Z,-8.307,-7.882,,WASP-52,AAVSO,STD,0,,,
2457284.47810,12.218,0.007,,V,STAC,,120,TYC 1161-1249-1,X15386FZ,,0,,Z,-8.298,-7.876,,WASP-52,AAVSO,STD,0,,,
2457284.47863,12.248,0.007,,V,STAC,,120,TYC 1161-1249-1,X15386FZ,,0,,Z,-8.302,-7.883,,WASP-52,AAVSO,STD,0,,,
2457284.47918,12.234,0.007,,V,STAC,,120,TYC 1161-1249-1,X15386FZ,,0,,Z,-8.230,-7.823,,WASP-52,AAVSO,STD,0,,,
2457284.47971,12.226,0.007,,V,STAC,,120,TYC 1161-1249-1,X15386FZ,,0,,Z,-8.294,-7.861,,WASP-52,AAVSO,STD,0,,,
2457284.48024,12.212,0.007,,V,STAC,,120,TYC 1161-1249-1,X15386FZ,,0,,Z,-8.287,-7.880,,WASP-52,AAVSO,STD,0,,,
2457284.48132,12.232,0.008,,V,STAC,,120,TYC 1161-1249-1,X15386FZ,,0,,Z,-8.056,-7.649,,WASP-52,AAVSO,STD,0,,,
2457284.48185,12.217,0.008,,V,STAC,,120,TYC 1161-1249-1,X15386FZ,,0,,Z,-8.104,-7.709,,WASP-52,AAVSO,STD,0,,,
2457284.48240,12.224,0.007,,V,STAC,,120,TYC 1161-1249-1,X15386FZ,,0,,Z,-8.222,-7.805,,WASP-52,AAVSO,STD,0,,,
2457284.48293,12.217,0.008,,V,STAC,,120,TYC 1161-1249-1,X15386FZ,,0,,Z,-8.158,-7.771,,WASP-52,AAVSO,STD,0,,,
2457284.48346,12.221,0.007,,V,STAC,,120,TYC 1161-1249-1,X15386FZ,,0,,Z,-8.228,-7.818,,WASP-52,AAVSO,STD,0,,,
2457284.48400,12.231,0.008,,V,STAC,,120,TYC 1161-1249-1,X15386FZ,,0,,Z,-8.133,-7.728,,WASP-52,AAVSO,STD,0,,,
2457284.48454,12.212,0.007,,V,STAC,,120,TYC 1161-1249-1,X15386FZ,,0,,Z,-8.163,-7.763,,WASP-52,AAVSO,STD,0,,,
2457284.48507,12.203,0.009,,V,STAC,,120,TYC 1161-1249-1,X15386FZ,,0,,Z,-7.804,-7.439,,WASP-52,AAVSO,STD,0,,,
2457284.49152,12.226,0.007,,V,STAC,,120,TYC 1161-1249-1,X15386FZ,,0,,Z,-8.242,-7.850,,WASP-52,AAVSO,STD,0,,,
2457284.49205,12.221,0.007,,V,STAC,,120,TYC 1161-1249-1,X15386FZ,,0,,Z,-8.269,-7.865,,WASP-52,AAVSO,STD,0,,,
2457284.49258,12.232,0.007,,V,STAC,,120,TYC 1161-1249-1,X15386FZ,,0,,Z,-8.267,-7.852,,WASP-52,AAVSO,STD,0,,,
2457284.49313,12.239,0.007,,V,STAC,,120,TYC 1161-1249-1,X15386FZ,,0,,Z,-8.237,-7.828,,WASP-52,AAVSO,STD,0,,,
2457284.49366,12.227,0.007,,V,STAC,,120,TYC 1161-1249-1,X15386FZ,,0,,Z,-8.244,-7.844,,WASP-52,AAVSO,STD,0,,,
2457284.49419,12.212,0.010,,V,STAC,,120,TYC 1161-1249-1,X15386FZ,,0,,Z,-7.730,-7.295,,WASP-52,AAVSO,STD,0,,,
2457284.49473,12.225,0.007,,V,STAC,,120,TYC 1161-1249-1,X15386FZ,,0,,Z,-8.191,-7.750,,WASP-52,AAVSO,STD,0,,,
2457284.49527,12.216,0.007,,V,STAC,,120,TYC 1161-1249-1,X15386FZ,,0,,Z,-8.137,-7.742,,WASP-52,AAVSO,STD,0,,,
2457284.49580,12.228,0.008,,V,STAC,,120,TYC 1161-1249-1,X15386FZ,,0,,Z,-8.130,-7.711,,WASP-52,AAVSO,STD,0,,,
2457284.49634,12.218,0.008,,V,STAC,,120,TYC 1161-1249-1,X15386FZ,,0,,Z,-8.011,-7.600,,WASP-52,AAVSO,STD,0,,,
2457284.49688,12.219,0.009,,V,STAC,,120,TYC 1161-1249-1,X15386FZ,,0,,Z,-7.947,-7.534,,WASP-52,AAVSO,STD,0,,,
2457284.49795,12.218,0.009,,V,STAC,,120,TYC 1161-1249-1,X15386FZ,,0,,Z,-7.784,-7.354,,WASP-52,AAVSO,STD,0,,,
2457284.49848,12.228,0.008,,V,STAC,,120,TYC 1161-1249-1,X15386FZ,,0,,Z,-8.128,-7.715,,WASP-52,AAVSO,STD,0,,,
2457284.49956,12.230,0.007,,V,STAC,,120,TYC 1161-1249-1,X15386FZ,,0,,Z,-8.283,-7.880,,WASP-52,AAVSO,STD,0,,,
2457284.50009,12.203,0.007,,V,STAC,,120,TYC 1161-1249-1,X15386FZ,,0,,Z,-8.231,-7.816,,WASP-52,AAVSO,STD,0,,,
2457284.50117,12.211,0.007,,V,STAC,,120,TYC 1161-1249-1,X15386FZ,,0,,Z,-8.222,-7.834,,WASP-52,AAVSO,STD,0,,,
2457284.50170,12.224,0.007,,V,STAC,,120,TYC 1161-1249-1,X15386FZ,,0,,Z,-8.281,-7.864,,WASP-52,AAVSO,STD,0,,,
2457284.50223,12.239,0.007,,V,STAC,,120,TYC 1161-1249-1,X15386FZ,,0,,Z,-8.290,-7.860,,WASP-52,AAVSO,STD,0,,,
2457284.50278,12.227,0.007,,V,STAC,,120,TYC 1161-1249-1,X15386FZ,,0,,Z,-8.287,-7.901,,WASP-52,AAVSO,STD,0,,,
2457284.50331,12.242,0.007,,V,STAC,,120,TYC 1161-1249-1,X15386FZ,,0,,Z,-8.282,-7.867,,WASP-52,AAVSO,STD,0,,,
2457284.50385,12.214,0.007,,V,STAC,,120,TYC 1161-1249-1,X15386FZ,,0,,Z,-8.284,-7.874,,WASP-52,AAVSO,STD,0,,,
2457284.50492,12.232,0.007,,V,STAC,,120,TYC 1161-1249-1,X15386FZ,,0,,Z,-8.277,-7.855,,WASP-52,AAVSO,STD,0,,,
2457284.50546,12.225,0.007,,V,STAC,,120,TYC 1161-1249-1,X15386FZ,,0,,Z,-8.265,-7.854,,WASP-52,AAVSO,STD,0,,,
2457284.50600,12.202,0.007,,V,STAC,,120,TYC 1161-1249-1,X15386FZ,,0,,Z,-8.225,-7.843,,WASP-52,AAVSO,STD,0,,,
2457284.50653,12.225,0.007,,V,STAC,,120,TYC 1161-1249-1,X15386FZ,,0,,Z,-8.240,-1.703,,WASP-52,AAVSO,STD,0,,,
2457284.50707,12.249,0.007,,V,STAC,,120,TYC 1161-1249-1,X15386FZ,,0,,Z,-8.258,-7.837,,WASP-52,AAVSO,STD,0,,,
2457284.50760,12.209,0.007,,V,STAC,,120,TYC 1161-1249-1,X15386FZ,,0,,Z,-8.240,-7.845,,WASP-52,AAVSO,STD,0,,,
2457284.50814,12.227,0.007,,V,STAC,,120,TYC 1161-1249-1,X15386FZ,,0,,Z,-8.229,-7.820,,WASP-52,AAVSO,STD,0,,,
2457296.372037,12.715,0.015,,B,KPRB,,112,120,X38348BK,|CDEC=8.69550|CMAGINS=-5.078|CRA=348.39218|CREFERR=0.101|CREFMAG=11.765|KDEC=8.65937|KMAGINS=-4.362|KMAGSTD=12.481|KRA=348.53180|KREFERR=0.060|KREFMAG=13.053|OBSERVAT=WHIPPLE OBSERVATORY|VMAGINS=-4.128,0,,Z,-5.078,-4.362,,WASP-52,AAVSO,STD,0,,,
2457296.372037,12.126,0.015,,V,KPRB,,112,120,X38348BK,|CDEC=8.69550|CMAGINS=-5.078|CRA=348.39218|CREFERR=0.051|CREFMAG=11.176|KDEC=8.65937|KMAGINS=-4.362|KMAGSTD=11.892|KRA=348.53180|KREFERR=0.055|KREFMAG=11.999|OBSERVAT=WHIPPLE OBSERVATORY|VMAGINS=-4.128,0,,Z,-5.078,-4.362,,WASP-52,AAVSO,STD,0,,,
2457296.373403,12.705,0.016,,B,KPRB,,112,120,X38348BK,|CDEC=8.69550|CMAGINS=-4.998|CRA=348.39218|CREFERR=0.101|CREFMAG=11.765|KDEC=8.65937|KMAGINS=-4.338|KMAGSTD=12.424|KRA=348.53180|KREFERR=0.060|KREFMAG=13.053|OBSERVAT=WHIPPLE OBSERVATORY|VMAGINS=-4.057,0,,Z,-4.998,-4.338,,WASP-52,AAVSO,STD,0,,,
2457296.373403,12.116,0.016,,V,KPRB,,112,120,X38348BK,|CDEC=8.69550|CMAGINS=-4.998|CRA=348.39218|CREFERR=0.051|CREFMAG=11.176|KDEC=8.65937|KMAGINS=-4.338|KMAGSTD=11.835|KRA=348.53180|KREFERR=0.055|KREFMAG=11.999|OBSERVAT=WHIPPLE OBSERVATORY|VMAGINS=-4.057,0,,Z,-4.998,-4.338,,WASP-52,AAVSO,STD,0,,,
2457296.375486,12.674,0.015,,B,KPRB,,112,120,X38348BK,|CDEC=8.69550|CMAGINS=-5.040|CRA=348.39218|CREFERR=0.101|CREFMAG=11.765|KDEC=8.65937|KMAGINS=-4.372|KMAGSTD=12.433|KRA=348.53180|KREFERR=0.060|KREFMAG=13.053|OBSERVAT=WHIPPLE OBSERVATORY|VMAGINS=-4.131,0,,Z,-5.040,-4.372,,WASP-52,AAVSO,STD,0,,,
2457296.375486,12.085,0.015,,V,KPRB,,112,120,X38348BK,|CDEC=8.69550|CMAGINS=-5.040|CRA=348.39218|CREFERR=0.051|CREFMAG=11.176|KDEC=8.65937|KMAGINS=-4.372|KMAGSTD=11.844|KRA=348.53180|KREFERR=0.055|KREFMAG=11.999|OBSERVAT=WHIPPLE OBSERVATORY|VMAGINS=-4.131,0,,Z,-5.040,-4.372,,WASP-52,AAVSO,STD,0,,,
2457296.377569,12.714,0.016,,B,KPRB,,112,120,X38348BK,|CDEC=8.69550|CMAGINS=-5.017|CRA=348.39218|CREFERR=0.101|CREFMAG=11.765|KDEC=8.65937|KMAGINS=-4.338|KMAGSTD=12.445|KRA=348.53180|KREFERR=0.060|KREFMAG=13.053|OBSERVAT=WHIPPLE OBSERVATORY|VMAGINS=-4.068,0,,Z,-5.017,-4.338,,WASP-52,AAVSO,STD,0,,,
2457296.377569,12.125,0.016,,V,KPRB,,112,120,X38348BK,|CDEC=8.69550|CMAGINS=-5.017|CRA=348.39218|CREFERR=0.051|CREFMAG=11.176|KDEC=8.65937|KMAGINS=-4.338|KMAGSTD=11.856|KRA=348.53180|KREFERR=0.055|KREFMAG=11.999|OBSERVAT=WHIPPLE OBSERVATORY|VMAGINS=-4.068,0,,Z,-5.017,-4.338,,WASP-52,AAVSO,STD,0,,,
2457296.379653,12.677,0.015,,B,KPRB,,112,120,X38348BK,|CDEC=8.69550|CMAGINS=-5.048|CRA=348.39218|CREFERR=0.101|CREFMAG=11.765|KDEC=8.65937|KMAGINS=-4.385|KMAGSTD=12.428|KRA=348.53180|KREFERR=0.060|KREFMAG=13.053|OBSERVAT=WHIPPLE OBSERVATORY|VMAGINS=-4.136,0,,Z,-5.048,-4.385,,WASP-52,AAVSO,STD,0,,,
2457296.379653,12.088,0.015,,V,KPRB,,112,120,X38348BK,|CDEC=8.69550|CMAGINS=-5.048|CRA=348.39218|CREFERR=0.051|CREFMAG=11.176|KDEC=8.65937|KMAGINS=-4.385|KMAGSTD=11.839|KRA=348.53180|KREFERR=0.055|KREFMAG=11.999|OBSERVAT=WHIPPLE OBSERVATORY|VMAGINS=-4.136,0,,Z,-5.048,-4.385,,WASP-52,AAVSO,STD,0,,,
2457296.381736,12.707,0.015,,B,KPRB,,112,120,X38348BK,|CDEC=8.69550|CMAGINS=-5.029|CRA=348.39218|CREFERR=0.101|CREFMAG=11.765|KDEC=8.65937|KMAGINS=-4.355|KMAGSTD=12.440|KRA=348.53180|KREFERR=0.060|KREFMAG=13.053|OBSERVAT=WHIPPLE OBSERVATORY|VMAGINS=-4.087,0,,Z,-5.029,-4.355,,WASP-52,AAVSO,STD,0,,,
