JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2459919.598342,12.1879,0.0106,,CV,KADB,,000-BLF-079,000-BLT-732,X27431AKL,ANALYSIS USING AIJ EMPLOYING SYNTHETIC FLATS AND BIAS FRAMES AND DATA FROM CECILLIA TELESCOPE (MICROOBSERVATORY-AZ). USED 000-BLF-079 000-BLF-080 AND 000-BLF-081 AS COMPS FROM AAVSO FINDER CHART X27431AKL. AIRMASS DETRENDED.|VMAGINS=-0.00409|VERR=-0.2034|CNAME=000-BLF-079|CMAGINS=0.00169|CERR=-0.1753,0,1.101,Z,10.56600,13.68717,2459919.59924,WASP-52,AAVSO,STD,7,,,
2459919.600342,12.1822,0.0126,,CV,KADB,,000-BLF-079,000-BLT-732,X27431AKL,ANALYSIS USING AIJ EMPLOYING SYNTHETIC FLATS AND BIAS FRAMES AND DATA FROM CECILLIA TELESCOPE (MICROOBSERVATORY-AZ). USED 000-BLF-079 000-BLF-080 AND 000-BLF-081 AS COMPS FROM AAVSO FINDER CHART X27431AKL. AIRMASS DETRENDED.|VMAGINS=0.00152|VERR=-0.0081|CNAME=000-BLF-079|CMAGINS=-0.00388|CERR=-0.0136,0,1.103,Z,10.56600,13.67125,2459919.60124,WASP-52,AAVSO,STD,8,,,
2459919.602342,12.1709,0.0126,,CV,KADB,,000-BLF-079,000-BLT-732,X27431AKL,ANALYSIS USING AIJ EMPLOYING SYNTHETIC FLATS AND BIAS FRAMES AND DATA FROM CECILLIA TELESCOPE (MICROOBSERVATORY-AZ). USED 000-BLF-079 000-BLF-080 AND 000-BLF-081 AS COMPS FROM AAVSO FINDER CHART X27431AKL. AIRMASS DETRENDED.|VMAGINS=0.01285|VERR=0.0088|CNAME=000-BLF-079|CMAGINS=-0.00464|CERR=-0.0002,0,1.106,Z,10.56600,13.73893,2459919.60324,WASP-52,AAVSO,STD,9,,,
2459919.604342,12.1782,0.0148,,CV,KADB,,000-BLF-079,000-BLT-732,X27431AKL,ANALYSIS USING AIJ EMPLOYING SYNTHETIC FLATS AND BIAS FRAMES AND DATA FROM CECILLIA TELESCOPE (MICROOBSERVATORY-AZ). USED 000-BLF-079 000-BLF-080 AND 000-BLF-081 AS COMPS FROM AAVSO FINDER CHART X27431AKL. AIRMASS DETRENDED.|VMAGINS=0.00554|VERR=0.1743|CNAME=000-BLF-079|CMAGINS=-0.00053|CERR=0.1565,0,1.109,Z,10.56600,13.77332,2459919.60524,WASP-52,AAVSO,STD,10,,,
2459919.606343,12.1942,0.0106,,CV,KADB,,000-BLF-079,000-BLT-732,X27431AKL,ANALYSIS USING AIJ EMPLOYING SYNTHETIC FLATS AND BIAS FRAMES AND DATA FROM CECILLIA TELESCOPE (MICROOBSERVATORY-AZ). USED 000-BLF-079 000-BLF-080 AND 000-BLF-081 AS COMPS FROM AAVSO FINDER CHART X27431AKL. AIRMASS DETRENDED.|VMAGINS=-0.01046|VERR=-0.2059|CNAME=000-BLF-079|CMAGINS=0.00247|CERR=-0.1906,0,1.112,Z,10.56600,13.67663,2459919.60724,WASP-52,AAVSO,STD,11,,,
2459919.609343,12.2036,0.0129,,CV,KADB,,000-BLF-079,000-BLT-732,X27431AKL,ANALYSIS USING AIJ EMPLOYING SYNTHETIC FLATS AND BIAS FRAMES AND DATA FROM CECILLIA TELESCOPE (MICROOBSERVATORY-AZ). USED 000-BLF-079 000-BLF-080 AND 000-BLF-081 AS COMPS FROM AAVSO FINDER CHART X27431AKL. AIRMASS DETRENDED.|VMAGINS=-0.01982|VERR=0.0032|CNAME=000-BLF-079|CMAGINS=-0.00618|CERR=-0.0037,0,1.117,Z,10.56600,13.68018,2459919.61024,WASP-52,AAVSO,STD,12,,,
2459919.611343,12.1926,0.0130,,CV,KADB,,000-BLF-079,000-BLT-732,X27431AKL,ANALYSIS USING AIJ EMPLOYING SYNTHETIC FLATS AND BIAS FRAMES AND DATA FROM CECILLIA TELESCOPE (MICROOBSERVATORY-AZ). USED 000-BLF-079 000-BLF-080 AND 000-BLF-081 AS COMPS FROM AAVSO FINDER CHART X27431AKL. AIRMASS DETRENDED.|VMAGINS=-0.00887|VERR=0.0150|CNAME=000-BLF-079|CMAGINS=-0.00601|CERR=-0.0052,0,1.120,Z,10.56600,13.58420,2459919.61224,WASP-52,AAVSO,STD,13,,,
2459919.613343,12.1891,0.0128,,CV,KADB,,000-BLF-079,000-BLT-732,X27431AKL,ANALYSIS USING AIJ EMPLOYING SYNTHETIC FLATS AND BIAS FRAMES AND DATA FROM CECILLIA TELESCOPE (MICROOBSERVATORY-AZ). USED 000-BLF-079 000-BLF-080 AND 000-BLF-081 AS COMPS FROM AAVSO FINDER CHART X27431AKL. AIRMASS DETRENDED.|VMAGINS=-0.00538|VERR=0.0087|CNAME=000-BLF-079|CMAGINS=-0.00699|CERR=-0.0031,0,1.124,Z,10.56600,13.60948,2459919.61424,WASP-52,AAVSO,STD,14,,,
2459919.615344,12.1792,0.0106,,CV,KADB,,000-BLF-079,000-BLT-732,X27431AKL,ANALYSIS USING AIJ EMPLOYING SYNTHETIC FLATS AND BIAS FRAMES AND DATA FROM CECILLIA TELESCOPE (MICROOBSERVATORY-AZ). USED 000-BLF-079 000-BLF-080 AND 000-BLF-081 AS COMPS FROM AAVSO FINDER CHART X27431AKL. AIRMASS DETRENDED.|VMAGINS=0.00458|VERR=-0.1867|CNAME=000-BLF-079|CMAGINS=0.00835|CERR=-0.1664,0,1.127,Z,10.56600,13.72627,2459919.61624,WASP-52,AAVSO,STD,15,,,
2459919.617344,12.2072,0.0106,,CV,KADB,,000-BLF-079,000-BLT-732,X27431AKL,ANALYSIS USING AIJ EMPLOYING SYNTHETIC FLATS AND BIAS FRAMES AND DATA FROM CECILLIA TELESCOPE (MICROOBSERVATORY-AZ). USED 000-BLF-079 000-BLF-080 AND 000-BLF-081 AS COMPS FROM AAVSO FINDER CHART X27431AKL. AIRMASS DETRENDED.|VMAGINS=-0.02342|VERR=-0.2144|CNAME=000-BLF-079|CMAGINS=-0.00045|CERR=-0.2025,0,1.131,Z,10.56600,13.62400,2459919.61824,WASP-52,AAVSO,STD,16,,,
2459919.619344,12.208,0.0107,,CV,KADB,,000-BLF-079,000-BLT-732,X27431AKL,ANALYSIS USING AIJ EMPLOYING SYNTHETIC FLATS AND BIAS FRAMES AND DATA FROM CECILLIA TELESCOPE (MICROOBSERVATORY-AZ). USED 000-BLF-079 000-BLF-080 AND 000-BLF-081 AS COMPS FROM AAVSO FINDER CHART X27431AKL. AIRMASS DETRENDED.|VMAGINS=-0.02421|VERR=-0.2125|CNAME=000-BLF-079|CMAGINS=-0.00908|CERR=-0.2063,0,1.135,Z,10.56600,13.60643,2459919.62024,WASP-52,AAVSO,STD,17,,,
2459919.623344,12.1847,0.0129,,CV,KADB,,000-BLF-079,000-BLT-732,X27431AKL,ANALYSIS USING AIJ EMPLOYING SYNTHETIC FLATS AND BIAS FRAMES AND DATA FROM CECILLIA TELESCOPE (MICROOBSERVATORY-AZ). USED 000-BLF-079 000-BLF-080 AND 000-BLF-081 AS COMPS FROM AAVSO FINDER CHART X27431AKL. AIRMASS DETRENDED.|VMAGINS=-0.00096|VERR=0.0140|CNAME=000-BLF-079|CMAGINS=0.00204|CERR=0.0135,0,1.144,Z,10.56600,13.54801,2459919.62424,WASP-52,AAVSO,STD,18,,,
2459919.625345,12.1751,0.0104,,CV,KADB,,000-BLF-079,000-BLT-732,X27431AKL,ANALYSIS USING AIJ EMPLOYING SYNTHETIC FLATS AND BIAS FRAMES AND DATA FROM CECILLIA TELESCOPE (MICROOBSERVATORY-AZ). USED 000-BLF-079 000-BLF-080 AND 000-BLF-081 AS COMPS FROM AAVSO FINDER CHART X27431AKL. AIRMASS DETRENDED.|VMAGINS=0.00866|VERR=-0.2042|CNAME=000-BLF-079|CMAGINS=0.00129|CERR=-0.1938,0,1.149,Z,10.56600,13.62223,2459919.62624,WASP-52,AAVSO,STD,19,,,
2459919.627345,12.1985,0.0106,,CV,KADB,,000-BLF-079,000-BLT-732,X27431AKL,ANALYSIS USING AIJ EMPLOYING SYNTHETIC FLATS AND BIAS FRAMES AND DATA FROM CECILLIA TELESCOPE (MICROOBSERVATORY-AZ). USED 000-BLF-079 000-BLF-080 AND 000-BLF-081 AS COMPS FROM AAVSO FINDER CHART X27431AKL. AIRMASS DETRENDED.|VMAGINS=-0.01472|VERR=-0.2139|CNAME=000-BLF-079|CMAGINS=-0.00222|CERR=-0.1992,0,1.154,Z,10.56600,13.59508,2459919.62824,WASP-52,AAVSO,STD,20,,,
2459919.629345,12.2023,0.0106,,CV,KADB,,000-BLF-079,000-BLT-732,X27431AKL,ANALYSIS USING AIJ EMPLOYING SYNTHETIC FLATS AND BIAS FRAMES AND DATA FROM CECILLIA TELESCOPE (MICROOBSERVATORY-AZ). USED 000-BLF-079 000-BLF-080 AND 000-BLF-081 AS COMPS FROM AAVSO FINDER CHART X27431AKL. AIRMASS DETRENDED.|VMAGINS=-0.01859|VERR=-0.2161|CNAME=000-BLF-079|CMAGINS=0.00014|CERR=-0.1959,0,1.159,Z,10.56600,13.67409,2459919.63024,WASP-52,AAVSO,STD,21,,,
2459919.631345,12.2039,0.0107,,CV,KADB,,000-BLF-079,000-BLT-732,X27431AKL,ANALYSIS USING AIJ EMPLOYING SYNTHETIC FLATS AND BIAS FRAMES AND DATA FROM CECILLIA TELESCOPE (MICROOBSERVATORY-AZ). USED 000-BLF-079 000-BLF-080 AND 000-BLF-081 AS COMPS FROM AAVSO FINDER CHART X27431AKL. AIRMASS DETRENDED.|VMAGINS=-0.02019|VERR=-0.2078|CNAME=000-BLF-079|CMAGINS=-0.00166|CERR=-0.1969,0,1.165,Z,10.56600,13.73234,2459919.63224,WASP-52,AAVSO,STD,22,,,
2459919.634345,12.1993,0.0105,,CV,KADB,,000-BLF-079,000-BLT-732,X27431AKL,ANALYSIS USING AIJ EMPLOYING SYNTHETIC FLATS AND BIAS FRAMES AND DATA FROM CECILLIA TELESCOPE (MICROOBSERVATORY-AZ). USED 000-BLF-079 000-BLF-080 AND 000-BLF-081 AS COMPS FROM AAVSO FINDER CHART X27431AKL. AIRMASS DETRENDED.|VMAGINS=-0.01552|VERR=-0.2184|CNAME=000-BLF-079|CMAGINS=-0.00878|CERR=-0.2131,0,1.173,Z,10.56600,13.65073,2459919.63524,WASP-52,AAVSO,STD,23,,,
2459919.636346,12.2133,0.0130,,CV,KADB,,000-BLF-079,000-BLT-732,X27431AKL,ANALYSIS USING AIJ EMPLOYING SYNTHETIC FLATS AND BIAS FRAMES AND DATA FROM CECILLIA TELESCOPE (MICROOBSERVATORY-AZ). USED 000-BLF-079 000-BLF-080 AND 000-BLF-081 AS COMPS FROM AAVSO FINDER CHART X27431AKL. AIRMASS DETRENDED.|VMAGINS=-0.02952|VERR=-0.0067|CNAME=000-BLF-079|CMAGINS=-0.00309|CERR=-0.0111,0,1.179,Z,10.56600,13.64848,2459919.63724,WASP-52,AAVSO,STD,24,,,
2459919.638346,12.2202,0.0107,,CV,KADB,,000-BLF-079,000-BLT-732,X27431AKL,ANALYSIS USING AIJ EMPLOYING SYNTHETIC FLATS AND BIAS FRAMES AND DATA FROM CECILLIA TELESCOPE (MICROOBSERVATORY-AZ). USED 000-BLF-079 000-BLF-080 AND 000-BLF-081 AS COMPS FROM AAVSO FINDER CHART X27431AKL. AIRMASS DETRENDED.|VMAGINS=-0.03651|VERR=-0.2202|CNAME=000-BLF-079|CMAGINS=0.00060|CERR=-0.1911,0,1.185,Z,10.56600,13.69518,2459919.63924,WASP-52,AAVSO,STD,25,,,
2459919.640346,12.2071,0.0130,,CV,KADB,,000-BLF-079,000-BLT-732,X27431AKL,ANALYSIS USING AIJ EMPLOYING SYNTHETIC FLATS AND BIAS FRAMES AND DATA FROM CECILLIA TELESCOPE (MICROOBSERVATORY-AZ). USED 000-BLF-079 000-BLF-080 AND 000-BLF-081 AS COMPS FROM AAVSO FINDER CHART X27431AKL. AIRMASS DETRENDED.|VMAGINS=-0.02336|VERR=0.0022|CNAME=000-BLF-079|CMAGINS=-0.00960|CERR=-0.0194,0,1.192,Z,10.56600,13.71313,2459919.64124,WASP-52,AAVSO,STD,26,,,
2459919.648347,12.21,0.0106,,CV,KADB,,000-BLF-079,000-BLT-732,X27431AKL,ANALYSIS USING AIJ EMPLOYING SYNTHETIC FLATS AND BIAS FRAMES AND DATA FROM CECILLIA TELESCOPE (MICROOBSERVATORY-AZ). USED 000-BLF-079 000-BLF-080 AND 000-BLF-081 AS COMPS FROM AAVSO FINDER CHART X27431AKL. AIRMASS DETRENDED.|VMAGINS=-0.02628|VERR=-0.2234|CNAME=000-BLF-079|CMAGINS=0.00245|CERR=-0.1987,0,1.220,Z,10.56600,13.64152,2459919.64924,WASP-52,AAVSO,STD,27,,,
2459919.650347,12.2137,0.0131,,CV,KADB,,000-BLF-079,000-BLT-732,X27431AKL,ANALYSIS USING AIJ EMPLOYING SYNTHETIC FLATS AND BIAS FRAMES AND DATA FROM CECILLIA TELESCOPE (MICROOBSERVATORY-AZ). USED 000-BLF-079 000-BLF-080 AND 000-BLF-081 AS COMPS FROM AAVSO FINDER CHART X27431AKL. AIRMASS DETRENDED.|VMAGINS=-0.02996|VERR=0.0001|CNAME=000-BLF-079|CMAGINS=0.00387|CERR=0.0092,0,1.227,Z,10.56600,13.71992,2459919.65124,WASP-52,AAVSO,STD,28,,,
2459919.652347,12.2309,0.0132,,CV,KADB,,000-BLF-079,000-BLT-732,X27431AKL,ANALYSIS USING AIJ EMPLOYING SYNTHETIC FLATS AND BIAS FRAMES AND DATA FROM CECILLIA TELESCOPE (MICROOBSERVATORY-AZ). USED 000-BLF-079 000-BLF-080 AND 000-BLF-081 AS COMPS FROM AAVSO FINDER CHART X27431AKL. AIRMASS DETRENDED.|VMAGINS=-0.04714|VERR=-0.0071|CNAME=000-BLF-079|CMAGINS=-0.00834|CERR=-0.0106,0,1.235,Z,10.56600,13.71193,2459919.65324,WASP-52,AAVSO,STD,29,,,
2459919.654347,12.2025,0.0151,,CV,KADB,,000-BLF-079,000-BLT-732,X27431AKL,ANALYSIS USING AIJ EMPLOYING SYNTHETIC FLATS AND BIAS FRAMES AND DATA FROM CECILLIA TELESCOPE (MICROOBSERVATORY-AZ). USED 000-BLF-079 000-BLF-080 AND 000-BLF-081 AS COMPS FROM AAVSO FINDER CHART X27431AKL. AIRMASS DETRENDED.|VMAGINS=-0.01883|VERR=0.1698|CNAME=000-BLF-079|CMAGINS=-0.00750|CERR=0.1457,0,1.243,Z,10.56600,13.68800,2459919.65524,WASP-52,AAVSO,STD,30,,,
2459919.656348,12.2176,0.0108,,CV,KADB,,000-BLF-079,000-BLT-732,X27431AKL,ANALYSIS USING AIJ EMPLOYING SYNTHETIC FLATS AND BIAS FRAMES AND DATA FROM CECILLIA TELESCOPE (MICROOBSERVATORY-AZ). USED 000-BLF-079 000-BLF-080 AND 000-BLF-081 AS COMPS FROM AAVSO FINDER CHART X27431AKL. AIRMASS DETRENDED.|VMAGINS=-0.03392|VERR=-0.2100|CNAME=000-BLF-079|CMAGINS=0.00281|CERR=-0.1980,0,1.252,Z,10.56600,13.68314,2459919.65724,WASP-52,AAVSO,STD,31,,,
2459919.659348,12.212,0.0130,,CV,KADB,,000-BLF-079,000-BLT-732,X27431AKL,ANALYSIS USING AIJ EMPLOYING SYNTHETIC FLATS AND BIAS FRAMES AND DATA FROM CECILLIA TELESCOPE (MICROOBSERVATORY-AZ). USED 000-BLF-079 000-BLF-080 AND 000-BLF-081 AS COMPS FROM AAVSO FINDER CHART X27431AKL. AIRMASS DETRENDED.|VMAGINS=-0.02832|VERR=-0.0001|CNAME=000-BLF-079|CMAGINS=-0.00003|CERR=-0.0026,0,1.265,Z,10.56600,13.73756,2459919.66024,WASP-52,AAVSO,STD,32,,,
2459919.661348,12.2119,0.0131,,CV,KADB,,000-BLF-079,000-BLT-732,X27431AKL,ANALYSIS USING AIJ EMPLOYING SYNTHETIC FLATS AND BIAS FRAMES AND DATA FROM CECILLIA TELESCOPE (MICROOBSERVATORY-AZ). USED 000-BLF-079 000-BLF-080 AND 000-BLF-081 AS COMPS FROM AAVSO FINDER CHART X27431AKL. AIRMASS DETRENDED.|VMAGINS=-0.02821|VERR=0.0017|CNAME=000-BLF-079|CMAGINS=0.00805|CERR=0.0126,0,1.275,Z,10.56600,13.72192,2459919.66224,WASP-52,AAVSO,STD,33,,,
2459919.663348,12.2152,0.0107,,CV,KADB,,000-BLF-079,000-BLT-732,X27431AKL,ANALYSIS USING AIJ EMPLOYING SYNTHETIC FLATS AND BIAS FRAMES AND DATA FROM CECILLIA TELESCOPE (MICROOBSERVATORY-AZ). USED 000-BLF-079 000-BLF-080 AND 000-BLF-081 AS COMPS FROM AAVSO FINDER CHART X27431AKL. AIRMASS DETRENDED.|VMAGINS=-0.03148|VERR=-0.2164|CNAME=000-BLF-079|CMAGINS=-0.00634|CERR=-0.1994,0,1.284,Z,10.56600,13.68110,2459919.66424,WASP-52,AAVSO,STD,34,,,
2459919.665348,12.2112,0.0131,,CV,KADB,,000-BLF-079,000-BLT-732,X27431AKL,ANALYSIS USING AIJ EMPLOYING SYNTHETIC FLATS AND BIAS FRAMES AND DATA FROM CECILLIA TELESCOPE (MICROOBSERVATORY-AZ). USED 000-BLF-079 000-BLF-080 AND 000-BLF-081 AS COMPS FROM AAVSO FINDER CHART X27431AKL. AIRMASS DETRENDED.|VMAGINS=-0.02750|VERR=0.0041|CNAME=000-BLF-079|CMAGINS=0.00286|CERR=0.0074,0,1.294,Z,10.56600,13.62483,2459919.66624,WASP-52,AAVSO,STD,35,,,
2459919.667349,12.2171,0.0132,,CV,KADB,,000-BLF-079,000-BLT-732,X27431AKL,ANALYSIS USING AIJ EMPLOYING SYNTHETIC FLATS AND BIAS FRAMES AND DATA FROM CECILLIA TELESCOPE (MICROOBSERVATORY-AZ). USED 000-BLF-079 000-BLF-080 AND 000-BLF-081 AS COMPS FROM AAVSO FINDER CHART X27431AKL. AIRMASS DETRENDED.|VMAGINS=-0.03341|VERR=0.0064|CNAME=000-BLF-079|CMAGINS=0.00630|CERR=0.0146,0,1.304,Z,10.56600,13.67628,2459919.66824,WASP-52,AAVSO,STD,36,,,
2459919.669349,12.2133,0.0128,,CV,KADB,,000-BLF-079,000-BLT-732,X27431AKL,ANALYSIS USING AIJ EMPLOYING SYNTHETIC FLATS AND BIAS FRAMES AND DATA FROM CECILLIA TELESCOPE (MICROOBSERVATORY-AZ). USED 000-BLF-079 000-BLF-080 AND 000-BLF-081 AS COMPS FROM AAVSO FINDER CHART X27431AKL. AIRMASS DETRENDED.|VMAGINS=-0.02956|VERR=-0.0175|CNAME=000-BLF-079|CMAGINS=-0.00537|CERR=-0.0147,0,1.315,Z,10.56600,13.70745,2459919.67024,WASP-52,AAVSO,STD,37,,,
2459919.673349,12.2151,0.0107,,CV,KADB,,000-BLF-079,000-BLT-732,X27431AKL,ANALYSIS USING AIJ EMPLOYING SYNTHETIC FLATS AND BIAS FRAMES AND DATA FROM CECILLIA TELESCOPE (MICROOBSERVATORY-AZ). USED 000-BLF-079 000-BLF-080 AND 000-BLF-081 AS COMPS FROM AAVSO FINDER CHART X27431AKL. AIRMASS DETRENDED.|VMAGINS=-0.03138|VERR=-0.2191|CNAME=000-BLF-079|CMAGINS=-0.00802|CERR=-0.2107,0,1.337,Z,10.56600,13.69407,2459919.67424,WASP-52,AAVSO,STD,38,,,
2459919.675349,12.2301,0.0111,,CV,KADB,,000-BLF-079,000-BLT-732,X27431AKL,ANALYSIS USING AIJ EMPLOYING SYNTHETIC FLATS AND BIAS FRAMES AND DATA FROM CECILLIA TELESCOPE (MICROOBSERVATORY-AZ). USED 000-BLF-079 000-BLF-080 AND 000-BLF-081 AS COMPS FROM AAVSO FINDER CHART X27431AKL. AIRMASS DETRENDED.|VMAGINS=-0.04637|VERR=-0.1970|CNAME=000-BLF-079|CMAGINS=-0.00339|CERR=-0.1915,0,1.349,Z,10.56600,13.75808,2459919.67624,WASP-52,AAVSO,STD,39,,,
2459919.677350,12.2275,0.0132,,CV,KADB,,000-BLF-079,000-BLT-732,X27431AKL,ANALYSIS USING AIJ EMPLOYING SYNTHETIC FLATS AND BIAS FRAMES AND DATA FROM CECILLIA TELESCOPE (MICROOBSERVATORY-AZ). USED 000-BLF-079 000-BLF-080 AND 000-BLF-081 AS COMPS FROM AAVSO FINDER CHART X27431AKL. AIRMASS DETRENDED.|VMAGINS=-0.04380|VERR=-0.0072|CNAME=000-BLF-079|CMAGINS=0.00217|CERR=0.0023,0,1.361,Z,10.56600,13.67726,2459919.67824,WASP-52,AAVSO,STD,40,,,
2459919.686340,12.2184,0.0108,,CV,KADB,,000-BLF-079,000-BLT-732,X27431AKL,ANALYSIS USING AIJ EMPLOYING SYNTHETIC FLATS AND BIAS FRAMES AND DATA FROM CECILLIA TELESCOPE (MICROOBSERVATORY-AZ). USED 000-BLF-079 000-BLF-080 AND 000-BLF-081 AS COMPS FROM AAVSO FINDER CHART X27431AKL. AIRMASS DETRENDED.|VMAGINS=-0.03478|VERR=-0.2167|CNAME=000-BLF-079|CMAGINS=0.00221|CERR=-0.1958,0,1.421,Z,10.56600,13.63597,2459919.68723,WASP-52,AAVSO,STD,41,,,
2459919.687341,12.2185,0.0106,,CV,KADB,,000-BLF-079,000-BLT-732,X27431AKL,ANALYSIS USING AIJ EMPLOYING SYNTHETIC FLATS AND BIAS FRAMES AND DATA FROM CECILLIA TELESCOPE (MICROOBSERVATORY-AZ). USED 000-BLF-079 000-BLF-080 AND 000-BLF-081 AS COMPS FROM AAVSO FINDER CHART X27431AKL. AIRMASS DETRENDED.|VMAGINS=-0.03481|VERR=-0.2329|CNAME=000-BLF-079|CMAGINS=-0.00302|CERR=-0.2107,0,1.428,Z,10.56600,13.69849,2459919.68823,WASP-52,AAVSO,STD,42,,,
2459919.688341,12.2052,0.0106,,CV,KADB,,000-BLF-079,000-BLT-732,X27431AKL,ANALYSIS USING AIJ EMPLOYING SYNTHETIC FLATS AND BIAS FRAMES AND DATA FROM CECILLIA TELESCOPE (MICROOBSERVATORY-AZ). USED 000-BLF-079 000-BLF-080 AND 000-BLF-081 AS COMPS FROM AAVSO FINDER CHART X27431AKL. AIRMASS DETRENDED.|VMAGINS=-0.02158|VERR=-0.2254|CNAME=000-BLF-079|CMAGINS=0.01002|CERR=-0.1923,0,1.436,Z,10.56600,13.66774,2459919.68923,WASP-52,AAVSO,STD,43,,,
2459919.689341,12.2121,0.0106,,CV,KADB,,000-BLF-079,000-BLT-732,X27431AKL,ANALYSIS USING AIJ EMPLOYING SYNTHETIC FLATS AND BIAS FRAMES AND DATA FROM CECILLIA TELESCOPE (MICROOBSERVATORY-AZ). USED 000-BLF-079 000-BLF-080 AND 000-BLF-081 AS COMPS FROM AAVSO FINDER CHART X27431AKL. AIRMASS DETRENDED.|VMAGINS=-0.02843|VERR=-0.2261|CNAME=000-BLF-079|CMAGINS=-0.00691|CERR=-0.2043,0,1.443,Z,10.56600,13.68015,2459919.69023,WASP-52,AAVSO,STD,44,,,
2459919.690341,12.1899,0.0128,,CV,KADB,,000-BLF-079,000-BLT-732,X27431AKL,ANALYSIS USING AIJ EMPLOYING SYNTHETIC FLATS AND BIAS FRAMES AND DATA FROM CECILLIA TELESCOPE (MICROOBSERVATORY-AZ). USED 000-BLF-079 000-BLF-080 AND 000-BLF-081 AS COMPS FROM AAVSO FINDER CHART X27431AKL. AIRMASS DETRENDED.|VMAGINS=-0.00630|VERR=0.0022|CNAME=000-BLF-079|CMAGINS=0.00546|CERR=0.0115,0,1.451,Z,10.56600,13.72715,2459919.69123,WASP-52,AAVSO,STD,45,,,
2459919.692341,12.2045,0.0107,,CV,KADB,,000-BLF-079,000-BLT-732,X27431AKL,ANALYSIS USING AIJ EMPLOYING SYNTHETIC FLATS AND BIAS FRAMES AND DATA FROM CECILLIA TELESCOPE (MICROOBSERVATORY-AZ). USED 000-BLF-079 000-BLF-080 AND 000-BLF-081 AS COMPS FROM AAVSO FINDER CHART X27431AKL. AIRMASS DETRENDED.|VMAGINS=-0.02084|VERR=-0.2113|CNAME=000-BLF-079|CMAGINS=0.00066|CERR=-0.1996,0,1.467,Z,10.56600,13.67581,2459919.69323,WASP-52,AAVSO,STD,46,,,
2459919.694341,12.2212,0.0130,,CV,KADB,,000-BLF-079,000-BLT-732,X27431AKL,ANALYSIS USING AIJ EMPLOYING SYNTHETIC FLATS AND BIAS FRAMES AND DATA FROM CECILLIA TELESCOPE (MICROOBSERVATORY-AZ). USED 000-BLF-079 000-BLF-080 AND 000-BLF-081 AS COMPS FROM AAVSO FINDER CHART X27431AKL. AIRMASS DETRENDED.|VMAGINS=-0.03760|VERR=-0.0145|CNAME=000-BLF-079|CMAGINS=-0.01173|CERR=-0.0210,0,1.483,Z,10.56600,13.75399,2459919.69523,WASP-52,AAVSO,STD,47,,,
2459919.696341,12.1991,0.0105,,CV,KADB,,000-BLF-079,000-BLT-732,X27431AKL,ANALYSIS USING AIJ EMPLOYING SYNTHETIC FLATS AND BIAS FRAMES AND DATA FROM CECILLIA TELESCOPE (MICROOBSERVATORY-AZ). USED 000-BLF-079 000-BLF-080 AND 000-BLF-081 AS COMPS FROM AAVSO FINDER CHART X27431AKL. AIRMASS DETRENDED.|VMAGINS=-0.01543|VERR=-0.2239|CNAME=000-BLF-079|CMAGINS=-0.01314|CERR=-0.2170,0,1.499,Z,10.56600,13.67882,2459919.69723,WASP-52,AAVSO,STD,48,,,
2459919.698342,12.199,0.0128,,CV,KADB,,000-BLF-079,000-BLT-732,X27431AKL,ANALYSIS USING AIJ EMPLOYING SYNTHETIC FLATS AND BIAS FRAMES AND DATA FROM CECILLIA TELESCOPE (MICROOBSERVATORY-AZ). USED 000-BLF-079 000-BLF-080 AND 000-BLF-081 AS COMPS FROM AAVSO FINDER CHART X27431AKL. AIRMASS DETRENDED.|VMAGINS=-0.01532|VERR=-0.0071|CNAME=000-BLF-079|CMAGINS=-0.00986|CERR=-0.0156,0,1.517,Z,10.56600,13.68510,2459919.69923,WASP-52,AAVSO,STD,49,,,
2459919.700342,12.1968,0.0104,,CV,KADB,,000-BLF-079,000-BLT-732,X27431AKL,ANALYSIS USING AIJ EMPLOYING SYNTHETIC FLATS AND BIAS FRAMES AND DATA FROM CECILLIA TELESCOPE (MICROOBSERVATORY-AZ). USED 000-BLF-079 000-BLF-080 AND 000-BLF-081 AS COMPS FROM AAVSO FINDER CHART X27431AKL. AIRMASS DETRENDED.|VMAGINS=-0.01316|VERR=-0.2306|CNAME=000-BLF-079|CMAGINS=0.00300|CERR=-0.2084,0,1.535,Z,10.56600,13.74586,2459919.70123,WASP-52,AAVSO,STD,50,,,
2459919.702342,12.1883,0.0129,,CV,KADB,,000-BLF-079,000-BLT-732,X27431AKL,ANALYSIS USING AIJ EMPLOYING SYNTHETIC FLATS AND BIAS FRAMES AND DATA FROM CECILLIA TELESCOPE (MICROOBSERVATORY-AZ). USED 000-BLF-079 000-BLF-080 AND 000-BLF-081 AS COMPS FROM AAVSO FINDER CHART X27431AKL. AIRMASS DETRENDED.|VMAGINS=-0.00468|VERR=0.0055|CNAME=000-BLF-079|CMAGINS=0.00927|CERR=0.0148,0,1.553,Z,10.56600,13.69588,2459919.70323,WASP-52,AAVSO,STD,51,,,
